ucr_id,probabilistic_cluster_id,minimum_staging_record_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,deterministic_cluster_ids,source_system_count,source_systems,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
UCR007886,PCL007886,STG008499,deterministically_linked,Deterministic,5,1,DCL007888,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007887,PCL007887,STG008502,deterministically_linked,Deterministic,4,1,DCL007889,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR007888,PCL007888,STG008521,deterministically_linked,Deterministic,6,1,DCL007890,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007889,PCL007889,STG008524,deterministically_linked,Deterministic,4,1,DCL007891,3,ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007890,PCL007890,STG008526,deterministically_linked,Deterministic,7,1,DCL007892,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR007891,PCL007891,STG008532,unresolved_singleton,Unresolved,1,1,DCL007893,1,ECOMMERCE,,,
UCR007892,PCL007892,STG008538,deterministically_linked,Deterministic,5,1,DCL007894,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007893,PCL007893,STG008539,deterministically_linked,Deterministic,2,1,DCL007895,1,ECOMMERCE,1.0,Exact deterministic-rule confidence,D04
UCR007894,PCL007894,STG008541,deterministically_linked,Deterministic,3,1,DCL007896,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007895,PCL007895,STG008548,probabilistically_linked,Hybrid,9,2,DCL007897 | DCL008361,3,ECOMMERCE | MARKETING | SUPPORT,0.9712,Minimum accepted probabilistic score,D03 | D06
UCR007896,PCL007896,STG008553,deterministically_linked,Deterministic,8,1,DCL007898,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D04
UCR007897,PCL007897,STG008554,deterministically_linked,Deterministic,4,1,DCL007899,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007898,PCL007898,STG008564,probabilistically_linked,Hybrid,4,2,DCL007900 | DCL009842,2,ECOMMERCE | MARKETING,0.9286,Minimum accepted probabilistic score,D03
UCR007899,PCL007899,STG008568,deterministically_linked,Deterministic,2,1,DCL007901,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01
UCR007900,PCL007900,STG008570,deterministically_linked,Deterministic,4,1,DCL007902,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D04 | D06
UCR007901,PCL007901,STG008580,deterministically_linked,Deterministic,5,1,DCL007903,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007902,PCL007902,STG008586,deterministically_linked,Deterministic,5,1,DCL007904,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR007903,PCL007903,STG008588,deterministically_linked,Deterministic,8,1,DCL007905,3,ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007904,PCL007904,STG008595,deterministically_linked,Deterministic,3,1,DCL007906,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D08
UCR007905,PCL007905,STG008611,deterministically_linked,Deterministic,3,1,DCL007907,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007906,PCL007906,STG008614,deterministically_linked,Deterministic,5,1,DCL007908,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007907,PCL007907,STG008621,deterministically_linked,Deterministic,7,1,DCL007909,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007908,PCL007908,STG008638,deterministically_linked,Deterministic,5,1,DCL007911,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007909,PCL007909,STG008642,deterministically_linked,Deterministic,3,1,DCL007912,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007910,PCL007910,STG008643,deterministically_linked,Deterministic,5,1,DCL007913,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06 | D07
UCR007911,PCL007911,STG008648,deterministically_linked,Deterministic,6,1,DCL007914,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D08
UCR007912,PCL007912,STG008649,deterministically_linked,Deterministic,2,1,DCL007915,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007913,PCL007913,STG008652,deterministically_linked,Deterministic,2,1,DCL007916,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007914,PCL007914,STG008658,deterministically_linked,Deterministic,5,1,DCL007918,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007915,PCL007915,STG008666,unresolved_singleton,Unresolved,1,1,DCL007919,1,ECOMMERCE,,,
UCR007916,PCL007916,STG008676,deterministically_linked,Deterministic,8,1,DCL007920,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007917,PCL007917,STG008687,deterministically_linked,Deterministic,4,1,DCL007921,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007918,PCL007918,STG008702,deterministically_linked,Deterministic,6,1,DCL007922,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR007919,PCL007919,STG008704,deterministically_linked,Deterministic,5,1,DCL007923,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007920,PCL007920,STG008707,deterministically_linked,Deterministic,2,1,DCL007924,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D08
UCR007921,PCL007921,STG008715,deterministically_linked,Deterministic,2,1,DCL007925,1,ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR007922,PCL007922,STG008721,deterministically_linked,Deterministic,6,1,DCL007926,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D07
UCR007923,PCL007923,STG008722,deterministically_linked,Deterministic,5,1,DCL007927,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR007924,PCL007924,STG008726,deterministically_linked,Deterministic,7,1,DCL007928,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007925,PCL007925,STG008751,unresolved_singleton,Unresolved,1,1,DCL007929,1,ECOMMERCE,,,
UCR007926,PCL007926,STG008755,deterministically_linked,Deterministic,5,1,DCL007930,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007927,PCL007927,STG008765,deterministically_linked,Deterministic,4,1,DCL007931,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007928,PCL007928,STG008769,deterministically_linked,Deterministic,5,1,DCL007932,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007929,PCL007929,STG008771,deterministically_linked,Deterministic,7,1,DCL007933,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007930,PCL007930,STG008776,unresolved_singleton,Unresolved,1,1,DCL007934,1,ECOMMERCE,,,
UCR007931,PCL007931,STG008778,unresolved_singleton,Unresolved,1,1,DCL007935,1,ECOMMERCE,,,
UCR007932,PCL007932,STG008784,unresolved_singleton,Unresolved,1,1,DCL007936,1,ECOMMERCE,,,
UCR007933,PCL007933,STG008805,deterministically_linked,Deterministic,4,1,DCL007937,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR007934,PCL007934,STG008810,deterministically_linked,Deterministic,4,1,DCL007938,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007935,PCL007935,STG008813,deterministically_linked,Deterministic,4,1,DCL007939,3,ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007936,PCL007936,STG008814,deterministically_linked,Deterministic,3,1,DCL007940,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D07
UCR007937,PCL007937,STG008815,deterministically_linked,Deterministic,5,1,DCL007941,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D06
UCR007938,PCL007938,STG008824,deterministically_linked,Deterministic,6,1,DCL007942,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007939,PCL007939,STG008825,deterministically_linked,Deterministic,3,1,DCL007943,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007940,PCL007940,STG008844,deterministically_linked,Deterministic,2,1,DCL007944,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01
UCR007941,PCL007941,STG008847,deterministically_linked,Deterministic,6,1,DCL007945,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR007942,PCL007942,STG008851,deterministically_linked,Deterministic,6,1,DCL007946,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR007943,PCL007943,STG008855,deterministically_linked,Deterministic,5,1,DCL007947,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007944,PCL007944,STG008858,deterministically_linked,Deterministic,4,1,DCL007948,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007945,PCL007945,STG008869,deterministically_linked,Deterministic,4,1,DCL007949,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007946,PCL007946,STG008876,deterministically_linked,Deterministic,7,1,DCL007950,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007947,PCL007947,STG008893,deterministically_linked,Deterministic,3,1,DCL007951,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007948,PCL007948,STG008903,deterministically_linked,Deterministic,10,1,DCL007952,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007949,PCL007949,STG008907,deterministically_linked,Deterministic,7,1,DCL007953,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR007950,PCL007950,STG008908,deterministically_linked,Deterministic,7,1,DCL007954,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007951,PCL007951,STG008911,deterministically_linked,Deterministic,2,1,DCL007955,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01
UCR007952,PCL007952,STG008912,deterministically_linked,Deterministic,2,1,DCL007956,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D05
UCR007953,PCL007953,STG008916,probabilistically_linked,Hybrid,5,2,DCL007957 | DCL008099,3,ECOMMERCE | MARKETING | ONLINE,0.9359,Minimum accepted probabilistic score,D01 | D03 | D05
UCR007954,PCL007954,STG008930,deterministically_linked,Deterministic,2,1,DCL007958,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007955,PCL007955,STG008931,deterministically_linked,Deterministic,5,1,DCL007959,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR007956,PCL007956,STG008940,deterministically_linked,Deterministic,7,1,DCL007960,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D07
UCR007957,PCL007957,STG008941,deterministically_linked,Deterministic,7,1,DCL007961,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05 | D08
UCR007958,PCL007958,STG008952,deterministically_linked,Deterministic,3,1,DCL007962,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007959,PCL007959,STG008973,deterministically_linked,Deterministic,3,1,DCL007963,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007960,PCL007960,STG008993,deterministically_linked,Deterministic,2,1,DCL007964,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007961,PCL007961,STG008994,deterministically_linked,Deterministic,9,1,DCL007965,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D05 | D06
UCR007962,PCL007962,STG008998,unresolved_singleton,Unresolved,1,1,DCL007966,1,ECOMMERCE,,,
UCR007963,PCL007963,STG009002,deterministically_linked,Deterministic,2,1,DCL007967,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007964,PCL007964,STG009010,deterministically_linked,Deterministic,3,1,DCL007968,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007965,PCL007965,STG009020,deterministically_linked,Deterministic,4,1,DCL007969,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007966,PCL007966,STG009021,deterministically_linked,Deterministic,2,1,DCL007970,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007967,PCL007967,STG009032,deterministically_linked,Deterministic,3,1,DCL007971,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR007968,PCL007968,STG009034,deterministically_linked,Deterministic,3,1,DCL007972,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007969,PCL007969,STG009036,deterministically_linked,Deterministic,2,1,DCL007973,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007970,PCL007970,STG009051,deterministically_linked,Deterministic,7,1,DCL007974,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007971,PCL007971,STG009052,deterministically_linked,Deterministic,3,1,DCL007975,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007972,PCL007972,STG009055,deterministically_linked,Deterministic,3,1,DCL007976,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR007973,PCL007973,STG009060,deterministically_linked,Deterministic,3,1,DCL007977,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR007974,PCL007974,STG009067,deterministically_linked,Deterministic,4,1,DCL007978,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR007975,PCL007975,STG009075,deterministically_linked,Deterministic,5,1,DCL007979,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007976,PCL007976,STG009077,deterministically_linked,Deterministic,4,1,DCL007980,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007977,PCL007977,STG009079,deterministically_linked,Deterministic,11,1,DCL007981,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D04
UCR007978,PCL007978,STG009083,deterministically_linked,Deterministic,5,1,DCL007982,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007979,PCL007979,STG009091,deterministically_linked,Deterministic,3,1,DCL007983,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007980,PCL007980,STG009097,deterministically_linked,Deterministic,6,1,DCL007984,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007981,PCL007981,STG009126,deterministically_linked,Deterministic,3,1,DCL007985,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007982,PCL007982,STG009129,deterministically_linked,Deterministic,3,1,DCL007986,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007983,PCL007983,STG009134,deterministically_linked,Deterministic,5,1,DCL007987,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007984,PCL007984,STG009139,deterministically_linked,Deterministic,4,1,DCL007988,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007985,PCL007985,STG009145,deterministically_linked,Deterministic,3,1,DCL007989,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007986,PCL007986,STG009148,deterministically_linked,Deterministic,5,1,DCL007990,3,ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007987,PCL007987,STG009156,deterministically_linked,Deterministic,8,1,DCL007991,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR007988,PCL007988,STG009161,deterministically_linked,Deterministic,4,1,DCL007992,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007989,PCL007989,STG009162,deterministically_linked,Deterministic,5,1,DCL007993,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06 | D08
UCR007990,PCL007990,STG009168,deterministically_linked,Deterministic,4,1,DCL007994,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR007991,PCL007991,STG009173,deterministically_linked,Deterministic,2,1,DCL007995,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D08
UCR007992,PCL007992,STG009177,deterministically_linked,Deterministic,2,1,DCL007996,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007993,PCL007993,STG009190,deterministically_linked,Deterministic,3,1,DCL007997,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR007994,PCL007994,STG009192,deterministically_linked,Deterministic,3,1,DCL007998,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007995,PCL007995,STG009199,deterministically_linked,Deterministic,5,1,DCL007999,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR007996,PCL007996,STG009213,deterministically_linked,Deterministic,4,1,DCL008000,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D06 | D08
UCR007997,PCL007997,STG009216,deterministically_linked,Deterministic,7,1,DCL008001,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR007998,PCL007998,STG009219,probabilistically_linked,Hybrid,5,2,DCL008002 | DCL009851,3,ECOMMERCE | MARKETING | ONLINE,0.9321,Minimum accepted probabilistic score,D01 | D03
UCR007999,PCL007999,STG009227,deterministically_linked,Deterministic,2,1,DCL008003,1,ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR008000,PCL008000,STG009245,deterministically_linked,Deterministic,5,1,DCL008004,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008001,PCL008001,STG009259,deterministically_linked,Deterministic,5,1,DCL008005,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008002,PCL008002,STG009260,deterministically_linked,Deterministic,2,1,DCL008006,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01
UCR008003,PCL008003,STG009269,deterministically_linked,Deterministic,2,1,DCL008007,1,ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR008004,PCL008004,STG009270,deterministically_linked,Deterministic,6,1,DCL008008,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D04
UCR008005,PCL008005,STG009272,deterministically_linked,Deterministic,4,1,DCL008009,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR008006,PCL008006,STG009275,deterministically_linked,Deterministic,6,1,DCL008010,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR008007,PCL008007,STG009284,deterministically_linked,Deterministic,4,1,DCL008011,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008008,PCL008008,STG009290,deterministically_linked,Deterministic,3,1,DCL008012,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008009,PCL008009,STG009294,deterministically_linked,Deterministic,4,1,DCL008013,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008010,PCL008010,STG009298,deterministically_linked,Deterministic,3,1,DCL008014,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008011,PCL008011,STG009310,deterministically_linked,Deterministic,6,1,DCL008015,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008012,PCL008012,STG009315,deterministically_linked,Deterministic,3,1,DCL008016,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008013,PCL008013,STG009322,deterministically_linked,Deterministic,6,1,DCL008017,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR008014,PCL008014,STG009323,deterministically_linked,Deterministic,7,1,DCL008018,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008015,PCL008015,STG009324,deterministically_linked,Deterministic,4,1,DCL008019,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR008016,PCL008016,STG009327,deterministically_linked,Deterministic,3,1,DCL008020,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR008017,PCL008017,STG009332,deterministically_linked,Deterministic,5,1,DCL008021,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008018,PCL008018,STG009339,deterministically_linked,Deterministic,3,1,DCL008022,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR008019,PCL008019,STG009350,deterministically_linked,Deterministic,3,1,DCL008023,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR008020,PCL008020,STG009360,deterministically_linked,Deterministic,10,1,DCL008024,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D06
UCR008021,PCL008021,STG009367,unresolved_singleton,Unresolved,1,1,DCL008025,1,ECOMMERCE,,,
UCR008022,PCL008022,STG009369,deterministically_linked,Deterministic,7,1,DCL008026,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR008023,PCL008023,STG009375,deterministically_linked,Deterministic,8,1,DCL008027,3,ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008024,PCL008024,STG009390,deterministically_linked,Deterministic,7,1,DCL008028,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008025,PCL008025,STG009401,deterministically_linked,Deterministic,4,1,DCL008029,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008026,PCL008026,STG009404,deterministically_linked,Deterministic,5,1,DCL008030,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR008027,PCL008027,STG009408,deterministically_linked,Deterministic,4,1,DCL008031,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR008028,PCL008028,STG009416,deterministically_linked,Deterministic,4,1,DCL008032,2,ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR008029,PCL008029,STG009429,deterministically_linked,Deterministic,3,1,DCL008033,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008030,PCL008030,STG009437,deterministically_linked,Deterministic,4,1,DCL008034,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008031,PCL008031,STG009439,deterministically_linked,Deterministic,2,1,DCL008035,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008032,PCL008032,STG009444,deterministically_linked,Deterministic,6,1,DCL008036,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008033,PCL008033,STG009447,deterministically_linked,Deterministic,6,1,DCL008037,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008034,PCL008034,STG009453,probabilistically_linked,Hybrid,8,2,DCL008038 | DCL010313,3,ECOMMERCE | MARKETING | ONLINE,0.93,Minimum accepted probabilistic score,D01 | D03 | D06
UCR008035,PCL008035,STG009457,deterministically_linked,Deterministic,4,1,DCL008039,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR008036,PCL008036,STG009471,deterministically_linked,Deterministic,6,1,DCL008040,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR008037,PCL008037,STG009477,deterministically_linked,Deterministic,4,1,DCL008041,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008038,PCL008038,STG009483,deterministically_linked,Deterministic,3,1,DCL008042,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D04
UCR008039,PCL008039,STG009488,deterministically_linked,Deterministic,3,1,DCL008043,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008040,PCL008040,STG009491,deterministically_linked,Deterministic,2,1,DCL008044,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR008041,PCL008041,STG009496,deterministically_linked,Deterministic,4,1,DCL008045,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR008042,PCL008042,STG009502,deterministically_linked,Deterministic,5,1,DCL008046,3,ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR008043,PCL008043,STG009505,deterministically_linked,Deterministic,2,1,DCL008047,1,ECOMMERCE,1.0,Exact deterministic-rule confidence,D06
UCR008044,PCL008044,STG009524,deterministically_linked,Deterministic,4,1,DCL008048,2,ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR008045,PCL008045,STG009530,unresolved_singleton,Unresolved,1,1,DCL008049,1,ECOMMERCE,,,
UCR008046,PCL008046,STG009537,deterministically_linked,Deterministic,2,1,DCL008050,2,ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01
UCR008047,PCL008047,STG009542,deterministically_linked,Deterministic,4,1,DCL008051,3,ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
