ground_truth_id,portal_user_id
GT005388,USR004194
GT001269,USR004195
GT007830,USR004196
GT001817,USR004197
GT001681,USR004198
GT004516,USR004199
GT002793,USR004200
GT004193,USR004201
GT008286,USR004202
GT006903,USR004203
GT001932,USR004204
GT002467,USR004205
GT005451,USR004206
GT001440,USR004207
GT009199,USR004208
GT006615,USR004209
GT007864,USR004210
GT002549,USR004211
GT007380,USR004212
GT008830,USR004213
GT004520,USR004214
GT007710,USR004215
GT006230,USR004216
GT001997,USR004217
GT004929,USR004218
GT002167,USR004219
GT001577,USR004220
GT005740,USR004221
GT006342,USR004222
GT009130,USR004223
GT000159,USR004224
GT006661,USR004225
GT007801,USR004226
GT003091,USR004227
GT001400,USR004228
GT004732,USR004229
GT009627,USR004230
GT008589,USR004231
GT003341,USR004232
GT005625,USR004233
GT009963,USR004234
GT006252,USR004235
GT002471,USR004236
GT000331,USR004237
GT009521,USR004238
GT007806,USR004239
GT005407,USR004240
GT002542,USR004241
GT004605,USR004242
GT003508,USR004243
GT003240,USR004244
GT009147,USR004245
GT003728,USR004246
GT007247,USR004247
GT004072,USR004248
GT008666,USR004249
GT006041,USR004250
GT007655,USR004251
GT006742,USR004252
GT000097,USR004253
GT009377,USR004254
GT008409,USR004255
GT009319,USR004256
GT003054,USR004257
GT008240,USR004258
GT004110,USR004259
GT002484,USR004260
GT009259,USR004261
GT005932,USR004262
GT007442,USR004263
GT003799,USR004264
GT002904,USR004265
GT008638,USR004266
GT005191,USR004267
GT008153,USR004268
GT008062,USR004269
GT009768,USR004270
GT004423,USR004271
GT005557,USR004272
GT004143,USR004273
GT008244,USR004274
GT005898,USR004275
GT000625,USR004276
GT000071,USR004277
GT007364,USR004278
GT005424,USR004279
GT002051,USR004280
GT001152,USR004281
GT003742,USR004282
GT003070,USR004283
GT003205,USR004284
GT008137,USR004285
GT001809,USR004286
GT004555,USR004287
GT006175,USR004288
GT008219,USR004289
GT006720,USR004290
