support_ticket_id,ground_truth_id,customer_segment,customer_age,intended_issue_category,contact_channel,issue_category,dq_name_typo,dq_email_typo,dq_phone_error,dq_missing_email,dq_missing_phone,dq_incorrect_issue_category
SUP003821,GT008857,Occasional,34,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003822,GT000629,VIP,61,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003823,GT005149,Regular,58,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003824,GT002406,Occasional,51,Refund request,Email,Complaint,False,False,False,False,False,True
SUP003825,GT006415,VIP,45,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003826,GT005178,New,39,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003827,GT004656,Occasional,20,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003828,GT009473,Occasional,37,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003829,GT008660,Regular,55,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003830,GT004943,Regular,52,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003831,GT005418,Regular,19,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003832,GT007867,New,71,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003833,GT009872,Occasional,66,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003834,GT006199,New,46,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003835,GT001247,Regular,52,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003836,GT005730,Occasional,23,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003837,GT000890,Regular,49,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003838,GT007174,Occasional,37,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003839,GT004262,New,23,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003840,GT004934,Regular,62,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003841,GT003028,Regular,40,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003842,GT000646,Regular,22,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003843,GT008379,Regular,58,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003844,GT006879,Regular,49,Accessibility,Email,Refund request,False,False,False,False,False,True
SUP003845,GT005510,Regular,80,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003846,GT001950,Occasional,32,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003847,GT007224,Regular,48,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003848,GT008906,Occasional,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003849,GT006400,Occasional,45,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003850,GT002451,Occasional,70,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003851,GT001211,Occasional,21,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003852,GT005415,Occasional,49,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003853,GT004179,Occasional,60,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003854,GT004282,VIP,38,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003855,GT006244,Regular,65,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003856,GT004105,Regular,32,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003857,GT007359,VIP,34,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003858,GT000196,New,41,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003859,GT000702,VIP,69,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003860,GT003114,Occasional,31,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003861,GT002525,Regular,28,Refund request,Email,Enquiry,False,False,False,False,True,True
SUP003862,GT000228,Occasional,22,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003863,GT007066,Regular,21,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003864,GT002049,New,47,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003865,GT000570,Occasional,70,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003866,GT002230,Regular,76,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003867,GT007279,Occasional,50,Complaint,Email,Complaint,False,True,False,False,True,False
SUP003868,GT003322,Regular,71,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003869,GT001498,New,54,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003870,GT007240,Occasional,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003871,GT006206,Regular,63,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003872,GT007817,New,70,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003873,GT008983,New,27,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003874,GT001005,Regular,48,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003875,GT008993,VIP,30,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003876,GT009348,New,76,Complaint,Email,Complaint,False,False,True,False,False,False
SUP003877,GT008641,Regular,60,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003878,GT001056,Occasional,36,Refund request,Email,Accessibility,False,False,True,False,False,True
SUP003879,GT000925,Occasional,41,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003880,GT005113,Regular,25,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003881,GT000021,Occasional,28,Enquiry,Email,Enquiry,False,True,True,False,False,False
SUP003882,GT003541,Occasional,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003883,GT004244,Occasional,60,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003884,GT008844,Occasional,63,Complaint,Phone,Complaint,False,True,False,False,False,False
SUP003885,GT008055,Occasional,79,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003886,GT000945,Occasional,84,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP003887,GT008661,VIP,51,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003888,GT003598,Regular,79,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003889,GT008310,Occasional,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003890,GT005569,Regular,74,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003891,GT000186,Occasional,47,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003892,GT004506,VIP,63,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003893,GT002896,Regular,65,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003894,GT007838,Regular,27,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003895,GT000863,Occasional,21,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003896,GT004438,New,44,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003897,GT007776,Occasional,66,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003898,GT005545,Occasional,52,Complaint,Email,Refund request,False,False,False,False,False,True
SUP003899,GT008347,VIP,45,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003900,GT007173,Regular,73,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003901,GT009263,Regular,20,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003902,GT003517,Occasional,58,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003903,GT006219,VIP,71,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003904,GT003301,Regular,42,Accessibility,Phone,Refund request,False,False,False,True,False,True
SUP003905,GT007071,Regular,67,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003906,GT002772,Regular,46,Enquiry,Email,Refund request,False,False,False,False,False,True
SUP003907,GT001211,Occasional,21,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003908,GT003171,Regular,28,Refund request,Email,Refund request,True,False,False,False,False,False
SUP003909,GT003807,Occasional,50,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003910,GT000297,Regular,24,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003911,GT005712,Regular,64,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003912,GT004943,Regular,52,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003913,GT008969,Occasional,73,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003914,GT003345,Occasional,38,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003915,GT005115,Occasional,31,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003916,GT009835,Occasional,62,Enquiry,Email,Enquiry,False,False,True,False,False,False
SUP003917,GT002118,Occasional,52,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003918,GT008626,Occasional,41,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003919,GT005131,Regular,19,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003920,GT001621,Occasional,71,Refund request,Email,Refund request,False,False,True,False,False,False
SUP003921,GT005025,New,25,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003922,GT003372,Occasional,38,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003923,GT003491,Occasional,49,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003924,GT007416,Occasional,26,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003925,GT000993,Occasional,19,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003926,GT006185,New,35,Complaint,Phone,Complaint,False,False,True,False,False,False
SUP003927,GT002475,VIP,21,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003928,GT001830,VIP,31,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003929,GT000959,New,66,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003930,GT007288,New,74,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003931,GT002436,Regular,74,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003932,GT007756,Occasional,19,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003933,GT002818,VIP,28,Refund request,Email,Refund request,True,False,False,False,False,False
SUP003934,GT006163,Occasional,62,Enquiry,Email,Enquiry,False,True,False,False,True,False
SUP003935,GT002653,VIP,54,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003936,GT009229,Occasional,43,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003937,GT001056,Occasional,36,Accessibility,Phone,Accessibility,False,True,False,False,False,False
SUP003938,GT002835,New,38,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003939,GT002742,Regular,18,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003940,GT008691,Regular,51,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003941,GT008211,Occasional,36,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003942,GT000654,Occasional,62,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003943,GT002484,Occasional,59,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003944,GT003574,VIP,18,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003945,GT000123,New,38,Refund request,Email,Refund request,False,False,True,False,False,False
SUP003946,GT008417,Regular,63,Refund request,Phone,Refund request,True,False,False,False,False,False
SUP003947,GT002663,VIP,73,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003948,GT008314,New,71,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003949,GT004611,Occasional,60,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003950,GT008800,Occasional,63,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003951,GT001072,Occasional,18,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003952,GT006464,New,19,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003953,GT002605,VIP,20,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003954,GT007758,Regular,78,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003955,GT004320,Regular,81,Refund request,Phone,Accessibility,False,True,False,False,False,True
SUP003956,GT009841,Occasional,54,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003957,GT003988,Occasional,37,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003958,GT005696,New,26,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003959,GT009626,Regular,37,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003960,GT006978,Regular,68,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003961,GT001607,Regular,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003962,GT008639,New,44,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003963,GT000244,Occasional,51,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP003964,GT002066,New,70,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003965,GT003858,Regular,67,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003966,GT001003,Regular,28,Enquiry,Email,Accessibility,False,True,False,False,False,True
SUP003967,GT006157,Regular,20,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP003968,GT004175,Occasional,81,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003969,GT005044,New,19,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003970,GT001279,Occasional,73,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003971,GT001885,Regular,55,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003972,GT004350,Occasional,74,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003973,GT008639,New,44,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003974,GT009377,Regular,59,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003975,GT000632,Regular,49,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003976,GT000204,Occasional,37,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003977,GT004696,Regular,61,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003978,GT004267,Regular,63,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003979,GT005145,Occasional,43,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003980,GT006423,VIP,18,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003981,GT005756,Regular,45,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003982,GT001217,New,39,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003983,GT003521,VIP,50,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003984,GT002213,Regular,46,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003985,GT003828,Regular,72,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003986,GT007199,New,23,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003987,GT003785,VIP,27,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003988,GT004193,Regular,45,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003989,GT002950,VIP,71,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003990,GT007251,Regular,43,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003991,GT007172,Regular,69,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003992,GT006907,Occasional,46,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003993,GT004802,VIP,18,Accessibility,Email,Accessibility,False,True,False,False,False,False
SUP003994,GT003877,Regular,81,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003995,GT005207,Occasional,41,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003996,GT000101,Regular,57,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003997,GT001352,New,29,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003998,GT000329,New,36,Refund request,Email,Refund request,True,False,False,False,False,False
SUP003999,GT004048,Regular,18,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004000,GT001370,Regular,18,Refund request,Email,Refund request,False,False,True,False,False,False
SUP004001,GT009531,Regular,59,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP004002,GT005686,New,65,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004003,GT007454,Regular,42,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004004,GT007611,Regular,23,Complaint,Email,Refund request,False,False,False,False,False,True
SUP004005,GT005626,New,48,Refund request,Email,Refund request,False,True,False,False,False,False
SUP004006,GT004261,Regular,56,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004007,GT005647,Occasional,42,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004008,GT001372,Regular,41,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004009,GT008527,Occasional,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004010,GT001209,Regular,79,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP004011,GT000416,Occasional,26,Complaint,Email,Complaint,False,False,False,False,True,False
SUP004012,GT004004,Regular,67,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004013,GT001398,Occasional,77,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004014,GT001429,Regular,30,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP004015,GT000079,New,47,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004016,GT001097,Regular,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004017,GT009903,Occasional,49,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004018,GT001402,New,26,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004019,GT000537,Occasional,60,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004020,GT000220,Regular,44,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004021,GT005772,New,34,Complaint,Email,Complaint,False,False,False,False,True,False
SUP004022,GT006596,Regular,72,Complaint,Email,Complaint,False,True,True,False,False,False
SUP004023,GT007513,Regular,41,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004024,GT007814,Occasional,57,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004025,GT008103,Occasional,53,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004026,GT002570,New,56,Complaint,Phone,Complaint,False,True,False,False,False,False
SUP004027,GT007799,VIP,22,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP004028,GT000055,Occasional,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004029,GT001960,New,34,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004030,GT000412,Occasional,57,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004031,GT006427,Occasional,39,Enquiry,Phone,Enquiry,False,False,True,True,False,False
SUP004032,GT002810,Regular,78,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004033,GT009415,Occasional,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004034,GT008649,Occasional,55,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP004035,GT006358,Regular,68,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004036,GT003808,Occasional,23,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP004037,GT009886,Regular,34,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004038,GT007194,Occasional,18,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004039,GT008135,New,84,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004040,GT008749,Occasional,49,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004041,GT000412,Occasional,57,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004042,GT001645,Regular,29,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP004043,GT006286,Occasional,27,Complaint,Email,Complaint,False,False,False,False,False,False
SUP004044,GT008080,Occasional,42,Complaint,Email,Complaint,False,False,False,False,False,False
SUP004045,GT003493,Occasional,44,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004046,GT008639,New,44,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004047,GT007873,Regular,32,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004048,GT001348,Regular,78,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004049,GT005728,Occasional,21,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP004050,GT003186,Regular,42,Complaint,Phone,Complaint,True,False,False,False,False,False
SUP004051,GT003908,New,33,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004052,GT007879,Regular,44,Complaint,Email,Complaint,False,False,False,False,False,False
SUP004053,GT004656,Occasional,20,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004054,GT003261,Regular,48,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004055,GT004884,New,28,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004056,GT002607,Occasional,76,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004057,GT002332,Occasional,29,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004058,GT008972,New,47,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004059,GT006607,Occasional,30,Complaint,Email,Complaint,False,False,False,False,False,False
SUP004060,GT006203,VIP,78,Complaint,Email,Complaint,False,False,False,False,True,False
SUP004061,GT008317,VIP,22,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004062,GT003430,Regular,42,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004063,GT008733,Occasional,44,Refund request,Email,Refund request,False,False,True,False,False,False
SUP004064,GT008204,Occasional,70,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004065,GT004558,Regular,67,Refund request,Email,Refund request,False,True,False,False,True,False
SUP004066,GT009519,Regular,26,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004067,GT005497,New,22,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004068,GT004142,New,27,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004069,GT001430,Occasional,19,Enquiry,Phone,Enquiry,True,False,False,True,False,False
SUP004070,GT007752,Regular,27,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004071,GT006813,Occasional,29,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004072,GT009283,VIP,63,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004073,GT004607,VIP,47,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004074,GT000123,New,38,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004075,GT000712,Occasional,31,Enquiry,Phone,Enquiry,False,False,True,True,False,False
SUP004076,GT006434,Regular,40,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004077,GT006182,Regular,45,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004078,GT005590,Regular,45,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004079,GT006909,VIP,27,Refund request,Email,Enquiry,False,True,False,False,False,True
SUP004080,GT007788,Regular,74,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004081,GT001860,Regular,34,Refund request,Email,Refund request,False,True,False,False,False,False
SUP004082,GT006387,Occasional,62,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004083,GT009021,Occasional,40,Enquiry,Email,Complaint,False,False,False,False,True,True
SUP004084,GT006330,VIP,36,Complaint,Phone,Complaint,True,False,False,True,False,False
SUP004085,GT009209,New,69,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP004086,GT001985,VIP,41,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004087,GT009592,New,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004088,GT003585,Regular,36,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004089,GT000220,Regular,44,Complaint,Email,Complaint,False,False,False,False,False,False
SUP004090,GT008596,New,29,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004091,GT000427,Regular,58,Enquiry,Phone,Enquiry,False,True,False,False,False,False
SUP004092,GT002379,Occasional,75,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP004093,GT000068,Regular,26,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004094,GT001784,Occasional,44,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004095,GT001148,VIP,61,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004096,GT002403,New,70,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004097,GT003831,New,30,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP004098,GT001427,New,55,Refund request,Phone,Refund request,False,False,True,True,False,False
SUP004099,GT003400,Occasional,27,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004100,GT000976,Occasional,35,Refund request,Email,Refund request,False,True,True,False,False,False
SUP004101,GT003026,Occasional,29,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP004102,GT000330,Regular,20,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004103,GT006392,Occasional,40,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004104,GT004724,Occasional,28,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004105,GT006051,Occasional,29,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004106,GT009714,Regular,22,Enquiry,Phone,Enquiry,False,True,False,False,False,False
SUP004107,GT009502,New,18,Refund request,Email,Refund request,False,False,True,False,False,False
SUP004108,GT001358,VIP,47,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP004109,GT007495,Regular,48,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004110,GT004307,New,57,Enquiry,Phone,Enquiry,False,True,False,False,False,False
SUP004111,GT005393,Regular,55,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP004112,GT001300,New,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004113,GT006208,Occasional,53,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004114,GT005567,VIP,75,Refund request,Email,Enquiry,False,False,False,False,True,True
SUP004115,GT001280,New,62,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004116,GT005124,Regular,31,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004117,GT009911,New,38,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004118,GT005715,Occasional,45,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004119,GT007944,Occasional,39,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004120,GT009918,Occasional,51,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004121,GT003830,New,84,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP004122,GT005794,New,40,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004123,GT006336,New,67,Refund request,Email,Refund request,False,False,False,False,True,False
SUP004124,GT004926,Regular,28,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP004125,GT007473,Regular,20,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP004126,GT003329,Occasional,44,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP004127,GT005930,Occasional,25,Accessibility,Email,Refund request,False,False,False,False,False,True
SUP004128,GT005878,VIP,44,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP004129,GT008873,Occasional,31,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP004130,GT009140,Occasional,64,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP004131,GT005473,New,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004132,GT006983,New,35,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004133,GT000507,New,19,Refund request,Email,Refund request,True,False,False,False,False,False
SUP004134,GT001208,Occasional,79,Complaint,Email,Complaint,False,False,False,False,True,False
SUP004135,GT005729,VIP,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004136,GT001159,New,19,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP004137,GT000678,New,40,Refund request,Email,Refund request,False,False,False,False,False,False
SUP004138,GT008388,Regular,20,Refund request,Phone,Refund request,False,False,True,True,False,False
SUP004139,GT003417,Occasional,71,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP004140,GT008533,New,74,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP004141,GT007272,VIP,37,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP004142,GT002681,Occasional,29,Refund request,Email,Refund request,False,True,False,False,False,False
