staging_record_id,source_system,source_record_id,ground_truth_id,evaluation_split
STG065622,ONLINE,SES032320,GT000599,evaluation
STG065623,ONLINE,SES032321,GT002885,calibration
STG065624,ONLINE,SES032322,GT001516,calibration
STG065625,ONLINE,SES032323,GT008660,calibration
STG065626,ONLINE,SES032324,GT006404,evaluation
STG065627,ONLINE,SES032325,GT004934,calibration
STG065628,ONLINE,SES032326,GT000759,calibration
STG065629,ONLINE,SES032327,GT008941,calibration
STG065630,ONLINE,SES032328,GT009264,calibration
STG065631,ONLINE,SES032329,GT000784,calibration
STG065632,ONLINE,SES032330,GT000267,calibration
STG065633,ONLINE,SES032331,GT007596,calibration
STG065634,ONLINE,SES032332,GT007873,calibration
STG065635,ONLINE,SES032333,GT005330,calibration
STG065636,ONLINE,SES032334,GT007675,evaluation
STG065637,ONLINE,SES032335,GT001372,calibration
STG065638,ONLINE,SES032336,GT000198,calibration
STG065639,ONLINE,SES032337,GT002904,calibration
STG065640,ONLINE,SES032338,GT005658,calibration
STG065641,ONLINE,SES032339,GT008366,evaluation
STG065642,ONLINE,SES032340,GT009433,calibration
STG065643,ONLINE,SES032341,GT006932,calibration
STG065644,ONLINE,SES032342,GT005849,evaluation
STG065645,ONLINE,SES032343,GT008383,calibration
STG065646,ONLINE,SES032344,GT000401,calibration
STG065647,ONLINE,SES032345,GT003289,calibration
STG065648,ONLINE,SES032346,GT003841,evaluation
STG065649,ONLINE,SES032347,GT004196,calibration
STG065650,ONLINE,SES032348,GT007048,calibration
STG065651,ONLINE,SES032349,GT000844,calibration
STG065652,ONLINE,SES032350,GT006363,evaluation
STG065653,ONLINE,SES032351,GT009571,calibration
STG065654,ONLINE,SES032352,GT007594,calibration
STG065655,ONLINE,SES032353,GT002917,calibration
STG065656,ONLINE,SES032354,GT007103,evaluation
STG065657,ONLINE,SES032355,GT003507,calibration
STG065658,ONLINE,SES032356,GT008428,calibration
STG065659,ONLINE,SES032357,GT006984,calibration
STG065660,ONLINE,SES032358,GT009859,evaluation
STG065661,ONLINE,SES032359,GT007942,calibration
STG065662,ONLINE,SES032360,GT009034,evaluation
STG065663,ONLINE,SES032361,GT005811,calibration
STG065664,ONLINE,SES032362,GT008804,calibration
STG065665,ONLINE,SES032363,GT003848,calibration
STG065666,ONLINE,SES032364,GT006345,evaluation
STG065667,ONLINE,SES032365,GT002468,calibration
STG065668,ONLINE,SES032366,GT006560,calibration
STG065669,ONLINE,SES032367,GT007592,calibration
STG065670,ONLINE,SES032368,GT002121,evaluation
STG065671,ONLINE,SES032369,GT007231,evaluation
STG065672,ONLINE,SES032370,GT006515,calibration
STG065673,ONLINE,SES032371,GT005773,calibration
STG065674,ONLINE,SES032372,GT008908,evaluation
STG065675,ONLINE,SES032373,GT009469,evaluation
STG065676,ONLINE,SES032374,GT000278,calibration
STG065677,ONLINE,SES032375,GT009751,evaluation
STG065678,ONLINE,SES032376,GT004778,evaluation
STG065679,ONLINE,SES032377,GT007594,calibration
STG065680,ONLINE,SES032378,GT000841,calibration
STG065681,ONLINE,SES032379,GT005341,evaluation
STG065682,ONLINE,SES032380,GT001339,calibration
STG065683,ONLINE,SES032381,GT004949,calibration
STG065684,ONLINE,SES032382,GT000929,calibration
STG065685,ONLINE,SES032383,GT002613,calibration
STG065686,ONLINE,SES032384,GT008857,calibration
STG065687,ONLINE,SES032385,GT002616,calibration
STG065688,ONLINE,SES032386,GT005321,evaluation
STG065689,ONLINE,SES032387,GT002669,calibration
STG065690,ONLINE,SES032388,GT001878,calibration
STG065691,ONLINE,SES032389,GT007817,calibration
STG065692,ONLINE,SES032390,GT003845,evaluation
STG065693,ONLINE,SES032391,GT008569,evaluation
STG065694,ONLINE,SES032392,GT003042,calibration
STG065695,ONLINE,SES032393,GT007379,calibration
STG065696,ONLINE,SES032394,GT004209,calibration
STG065697,ONLINE,SES032395,GT005183,evaluation
STG065698,ONLINE,SES032396,GT003915,evaluation
STG065699,ONLINE,SES032397,GT009662,evaluation
STG065700,ONLINE,SES032398,GT000112,calibration
STG065701,ONLINE,SES032399,GT007712,calibration
STG065702,ONLINE,SES032400,GT000136,evaluation
STG065703,ONLINE,SES032401,GT006498,evaluation
STG065704,ONLINE,SES032402,GT003993,calibration
STG065705,ONLINE,SES032403,GT007834,calibration
STG065706,ONLINE,SES032404,GT008625,calibration
STG065707,ONLINE,SES032405,GT008818,evaluation
STG065708,ONLINE,SES032406,GT004474,calibration
STG065709,ONLINE,SES032407,GT003896,calibration
STG065710,ONLINE,SES032408,GT001734,calibration
STG065711,ONLINE,SES032409,GT009513,calibration
STG065712,ONLINE,SES032410,GT005112,calibration
STG065713,ONLINE,SES032411,GT007626,calibration
STG065714,ONLINE,SES032412,GT007732,evaluation
STG065715,ONLINE,SES032413,GT005256,evaluation
STG065716,ONLINE,SES032414,GT002601,calibration
STG065717,ONLINE,SES032415,GT009681,calibration
STG065718,ONLINE,SES032416,GT009090,evaluation
STG065719,ONLINE,SES032417,GT005192,evaluation
STG065720,ONLINE,SES032418,GT004510,calibration
STG065721,ONLINE,SES032419,GT005429,calibration
STG065722,ONLINE,SES032420,GT003114,calibration
STG065723,ONLINE,SES032421,GT001763,evaluation
STG065724,ONLINE,SES032422,GT001601,evaluation
STG065725,ONLINE,SES032423,GT003908,evaluation
STG065726,ONLINE,SES032424,GT009031,evaluation
STG065727,ONLINE,SES032425,GT001908,calibration
STG065728,ONLINE,SES032426,GT009134,calibration
STG065729,ONLINE,SES032427,GT001481,calibration
STG065730,ONLINE,SES032428,GT009263,calibration
STG065731,ONLINE,SES032429,GT004669,evaluation
STG065732,ONLINE,SES032430,GT000565,evaluation
STG065733,ONLINE,SES032431,GT005763,calibration
STG065734,ONLINE,SES032432,GT009819,evaluation
STG065735,ONLINE,SES032433,GT005137,calibration
STG065736,ONLINE,SES032434,GT003312,calibration
STG065737,ONLINE,SES032435,GT001484,calibration
STG065738,ONLINE,SES032436,GT008244,calibration
STG065739,ONLINE,SES032437,GT005203,evaluation
STG065740,ONLINE,SES032438,GT009845,calibration
STG065741,ONLINE,SES032439,GT003256,calibration
STG065742,ONLINE,SES032440,GT004034,calibration
STG065743,ONLINE,SES032441,GT003101,calibration
STG065744,ONLINE,SES032442,GT001672,evaluation
STG065745,ONLINE,SES032443,GT004831,calibration
STG065746,ONLINE,SES032444,GT008872,calibration
STG065747,ONLINE,SES032445,GT003887,evaluation
STG065748,ONLINE,SES032446,GT003533,evaluation
STG065749,ONLINE,SES032447,GT005149,calibration
STG065750,ONLINE,SES032448,GT008452,evaluation
STG065751,ONLINE,SES032449,GT000902,evaluation
STG065752,ONLINE,SES032450,GT006737,calibration
STG065753,ONLINE,SES032451,GT009742,calibration
STG065754,ONLINE,SES032452,GT008307,calibration
STG065755,ONLINE,SES032453,GT009752,calibration
STG065756,ONLINE,SES032454,GT007259,evaluation
STG065757,ONLINE,SES032455,GT003481,evaluation
STG065758,ONLINE,SES032456,GT008784,calibration
STG065759,ONLINE,SES032457,GT002231,calibration
STG065760,ONLINE,SES032458,GT003423,calibration
STG065761,ONLINE,SES032459,GT005489,calibration
STG065762,ONLINE,SES032460,GT004678,calibration
STG065763,ONLINE,SES032461,GT001204,calibration
STG065764,ONLINE,SES032462,GT000114,calibration
STG065765,ONLINE,SES032463,GT008832,evaluation
STG065766,ONLINE,SES032464,GT006507,calibration
STG065767,ONLINE,SES032465,GT006364,calibration
STG065768,ONLINE,SES032466,GT001727,calibration
STG065769,ONLINE,SES032467,GT001633,evaluation
STG065770,ONLINE,SES032468,GT005339,calibration
STG065771,ONLINE,SES032469,GT008964,calibration
STG065772,ONLINE,SES032470,GT006921,evaluation
STG065773,ONLINE,SES032471,GT002087,calibration
STG065774,ONLINE,SES032472,GT002983,calibration
STG065775,ONLINE,SES032473,GT009255,calibration
STG065776,ONLINE,SES032474,GT000741,calibration
STG065777,ONLINE,SES032475,GT003934,calibration
STG065778,ONLINE,SES032476,GT007083,calibration
STG065779,ONLINE,SES032477,GT002267,calibration
STG065780,ONLINE,SES032478,GT008133,evaluation
STG065781,ONLINE,SES032479,GT001901,calibration
STG065782,ONLINE,SES032480,GT006149,evaluation
STG065783,ONLINE,SES032481,GT006513,calibration
STG065784,ONLINE,SES032482,GT004310,evaluation
STG065785,ONLINE,SES032483,GT005289,calibration
STG065786,ONLINE,SES032484,GT003222,calibration
STG065787,ONLINE,SES032485,GT005949,calibration
STG065788,ONLINE,SES032486,GT007690,evaluation
STG065789,ONLINE,SES032487,GT004896,evaluation
STG065790,ONLINE,SES032488,GT008007,evaluation
STG065791,ONLINE,SES032489,GT009671,calibration
STG065792,ONLINE,SES032490,GT001091,calibration
STG065793,ONLINE,SES032491,GT008493,anonymous_only
STG065794,ONLINE,SES032492,GT005965,calibration
STG065795,ONLINE,SES032493,GT006876,calibration
STG065796,ONLINE,SES032494,GT001937,evaluation
STG065797,ONLINE,SES032495,GT004625,calibration
STG065798,ONLINE,SES032496,GT002776,calibration
STG065799,ONLINE,SES032497,GT005729,calibration
STG065800,ONLINE,SES032498,GT000825,calibration
STG065801,ONLINE,SES032499,GT004774,calibration
STG065802,ONLINE,SES032500,GT007243,evaluation
STG065803,ONLINE,SES032501,GT006089,evaluation
STG065804,ONLINE,SES032502,GT005887,calibration
STG065805,ONLINE,SES032503,GT001188,calibration
STG065806,ONLINE,SES032504,GT006296,evaluation
STG065807,ONLINE,SES032505,GT008984,evaluation
STG065808,ONLINE,SES032506,GT004090,calibration
STG065809,ONLINE,SES032507,GT007408,calibration
STG065810,ONLINE,SES032508,GT000267,calibration
STG065811,ONLINE,SES032509,GT008941,calibration
STG065812,ONLINE,SES032510,GT007614,evaluation
STG065813,ONLINE,SES032511,GT002987,evaluation
STG065814,ONLINE,SES032512,GT007553,evaluation
STG065815,ONLINE,SES032513,GT001681,evaluation
STG065816,ONLINE,SES032514,GT009530,calibration
STG065817,ONLINE,SES032515,GT000860,evaluation
STG065818,ONLINE,SES032516,GT008784,calibration
STG065819,ONLINE,SES032517,GT007536,evaluation
STG065820,ONLINE,SES032518,GT004355,calibration
STG065821,ONLINE,SES032519,GT001350,calibration
STG065822,ONLINE,SES032520,GT008664,calibration
STG065823,ONLINE,SES032521,GT008663,evaluation
STG065824,ONLINE,SES032522,GT004536,evaluation
STG065825,ONLINE,SES032523,GT009548,evaluation
STG065826,ONLINE,SES032524,GT008882,evaluation
STG065827,ONLINE,SES032525,GT004863,calibration
STG065828,ONLINE,SES032526,GT003300,calibration
STG065829,ONLINE,SES032527,GT005417,evaluation
STG065830,ONLINE,SES032528,GT006114,evaluation
STG065831,ONLINE,SES032529,GT000111,calibration
STG065832,ONLINE,SES032530,GT006042,calibration
STG065833,ONLINE,SES032531,GT000831,calibration
STG065834,ONLINE,SES032532,GT009741,calibration
STG065835,ONLINE,SES032533,GT008291,calibration
STG065836,ONLINE,SES032534,GT005165,calibration
STG065837,ONLINE,SES032535,GT000261,calibration
STG065838,ONLINE,SES032536,GT005243,evaluation
STG065839,ONLINE,SES032537,GT000606,evaluation
STG065840,ONLINE,SES032538,GT000559,calibration
STG065841,ONLINE,SES032539,GT000451,calibration
STG065842,ONLINE,SES032540,GT006835,calibration
STG065843,ONLINE,SES032541,GT007915,calibration
STG065844,ONLINE,SES032542,GT008984,evaluation
STG065845,ONLINE,SES032543,GT007119,calibration
STG065846,ONLINE,SES032544,GT001959,evaluation
STG065847,ONLINE,SES032545,GT004754,calibration
STG065848,ONLINE,SES032546,GT003467,evaluation
STG065849,ONLINE,SES032547,GT000046,calibration
STG065850,ONLINE,SES032548,GT004973,calibration
STG065851,ONLINE,SES032549,GT005969,calibration
STG065852,ONLINE,SES032550,GT000554,calibration
STG065853,ONLINE,SES032551,GT001166,calibration
STG065854,ONLINE,SES032552,GT000274,evaluation
STG065855,ONLINE,SES032553,GT004082,calibration
STG065856,ONLINE,SES032554,GT008850,calibration
STG065857,ONLINE,SES032555,GT002247,calibration
STG065858,ONLINE,SES032556,GT000945,calibration
STG065859,ONLINE,SES032557,GT001956,calibration
STG065860,ONLINE,SES032558,GT002260,calibration
STG065861,ONLINE,SES032559,GT003681,calibration
STG065862,ONLINE,SES032560,GT007744,calibration
STG065863,ONLINE,SES032561,GT001488,calibration
STG065864,ONLINE,SES032562,GT008944,evaluation
STG065865,ONLINE,SES032563,GT001814,evaluation
STG065866,ONLINE,SES032564,GT006808,evaluation
STG065867,ONLINE,SES032565,GT001166,calibration
STG065868,ONLINE,SES032566,GT000099,evaluation
STG065869,ONLINE,SES032567,GT001370,calibration
STG065870,ONLINE,SES032568,GT003206,calibration
STG065871,ONLINE,SES032569,GT009927,calibration
STG065872,ONLINE,SES032570,GT008127,evaluation
STG065873,ONLINE,SES032571,GT004972,anonymous_only
STG065874,ONLINE,SES032572,GT000965,evaluation
STG065875,ONLINE,SES032573,GT003473,calibration
STG065876,ONLINE,SES032574,GT002028,calibration
STG065877,ONLINE,SES032575,GT002909,evaluation
STG065878,ONLINE,SES032576,GT009580,evaluation
STG065879,ONLINE,SES032577,GT000667,evaluation
STG065880,ONLINE,SES032578,GT003912,calibration
STG065881,ONLINE,SES032579,GT005045,calibration
STG065882,ONLINE,SES032580,GT004136,evaluation
STG065883,ONLINE,SES032581,GT005372,calibration
STG065884,ONLINE,SES032582,GT009690,calibration
STG065885,ONLINE,SES032583,GT008822,calibration
STG065886,ONLINE,SES032584,GT009030,calibration
STG065887,ONLINE,SES032585,GT008346,calibration
STG065888,ONLINE,SES032586,GT007284,evaluation
STG065889,ONLINE,SES032587,GT008062,evaluation
STG065890,ONLINE,SES032588,GT000250,calibration
STG065891,ONLINE,SES032589,GT007816,calibration
STG065892,ONLINE,SES032590,GT003720,calibration
STG065893,ONLINE,SES032591,GT008660,calibration
STG065894,ONLINE,SES032592,GT002398,calibration
STG065895,ONLINE,SES032593,GT008021,calibration
STG065896,ONLINE,SES032594,GT005702,evaluation
STG065897,ONLINE,SES032595,GT004007,calibration
STG065898,ONLINE,SES032596,GT006486,calibration
STG065899,ONLINE,SES032597,GT003143,calibration
STG065900,ONLINE,SES032598,GT006083,evaluation
STG065901,ONLINE,SES032599,GT003592,calibration
STG065902,ONLINE,SES032600,GT002333,calibration
STG065903,ONLINE,SES032601,GT001816,calibration
STG065904,ONLINE,SES032602,GT009712,calibration
STG065905,ONLINE,SES032603,GT008234,calibration
STG065906,ONLINE,SES032604,GT002088,calibration
STG065907,ONLINE,SES032605,GT005033,calibration
STG065908,ONLINE,SES032606,GT003196,calibration
STG065909,ONLINE,SES032607,GT002605,calibration
STG065910,ONLINE,SES032608,GT006264,evaluation
STG065911,ONLINE,SES032609,GT005952,calibration
STG065912,ONLINE,SES032610,GT008079,calibration
STG065913,ONLINE,SES032611,GT006330,calibration
STG065914,ONLINE,SES032612,GT007004,calibration
STG065915,ONLINE,SES032613,GT003971,evaluation
STG065916,ONLINE,SES032614,GT003917,calibration
STG065917,ONLINE,SES032615,GT009872,evaluation
STG065918,ONLINE,SES032616,GT005989,calibration
STG065919,ONLINE,SES032617,GT003477,evaluation
STG065920,ONLINE,SES032618,GT001536,evaluation
STG065921,ONLINE,SES032619,GT009132,calibration
STG065922,ONLINE,SES032620,GT002467,calibration
STG065923,ONLINE,SES032621,GT002578,calibration
STG065924,ONLINE,SES032622,GT003747,evaluation
STG065925,ONLINE,SES032623,GT001769,calibration
STG065926,ONLINE,SES032624,GT002372,calibration
STG065927,ONLINE,SES032625,GT008277,calibration
STG065928,ONLINE,SES032626,GT005547,calibration
STG065929,ONLINE,SES032627,GT004121,evaluation
STG065930,ONLINE,SES032628,GT002480,evaluation
STG065931,ONLINE,SES032629,GT002558,evaluation
STG065932,ONLINE,SES032630,GT009270,calibration
STG065933,ONLINE,SES032631,GT009064,calibration
STG065934,ONLINE,SES032632,GT009597,evaluation
STG065935,ONLINE,SES032633,GT005203,evaluation
STG065936,ONLINE,SES032634,GT000967,calibration
STG065937,ONLINE,SES032635,GT001501,calibration
STG065938,ONLINE,SES032636,GT008581,calibration
STG065939,ONLINE,SES032637,GT003531,evaluation
STG065940,ONLINE,SES032638,GT006647,evaluation
STG065941,ONLINE,SES032639,GT000230,calibration
STG065942,ONLINE,SES032640,GT000296,calibration
STG065943,ONLINE,SES032641,GT000570,calibration
STG065944,ONLINE,SES032642,GT000410,calibration
STG065945,ONLINE,SES032643,GT003677,calibration
STG065946,ONLINE,SES032644,GT004920,calibration
STG065947,ONLINE,SES032645,GT002277,calibration
STG065948,ONLINE,SES032646,GT007659,calibration
STG065949,ONLINE,SES032647,GT005556,calibration
STG065950,ONLINE,SES032648,GT006711,calibration
STG065951,ONLINE,SES032649,GT007231,evaluation
STG065952,ONLINE,SES032650,GT007536,evaluation
STG065953,ONLINE,SES032651,GT006080,calibration
STG065954,ONLINE,SES032652,GT006327,calibration
STG065955,ONLINE,SES032653,GT001726,calibration
STG065956,ONLINE,SES032654,GT005228,calibration
STG065957,ONLINE,SES032655,GT005347,evaluation
STG065958,ONLINE,SES032656,GT000121,calibration
STG065959,ONLINE,SES032657,GT007280,evaluation
STG065960,ONLINE,SES032658,GT008699,calibration
STG065961,ONLINE,SES032659,GT008149,calibration
STG065962,ONLINE,SES032660,GT007900,calibration
STG065963,ONLINE,SES032661,GT008010,calibration
STG065964,ONLINE,SES032662,GT009113,calibration
STG065965,ONLINE,SES032663,GT008662,calibration
STG065966,ONLINE,SES032664,GT001427,calibration
STG065967,ONLINE,SES032665,GT005374,evaluation
STG065968,ONLINE,SES032666,GT005082,calibration
STG065969,ONLINE,SES032667,GT003892,calibration
STG065970,ONLINE,SES032668,GT009296,calibration
STG065971,ONLINE,SES032669,GT002796,calibration
STG065972,ONLINE,SES032670,GT008127,evaluation
STG065973,ONLINE,SES032671,GT003597,calibration
STG065974,ONLINE,SES032672,GT006832,evaluation
STG065975,ONLINE,SES032673,GT005503,calibration
STG065976,ONLINE,SES032674,GT007027,calibration
STG065977,ONLINE,SES032675,GT001670,evaluation
STG065978,ONLINE,SES032676,GT006824,calibration
STG065979,ONLINE,SES032677,GT002648,evaluation
STG065980,ONLINE,SES032678,GT000331,calibration
STG065981,ONLINE,SES032679,GT000716,calibration
STG065982,ONLINE,SES032680,GT001057,evaluation
STG065983,ONLINE,SES032681,GT002810,calibration
STG065984,ONLINE,SES032682,GT009658,calibration
STG065985,ONLINE,SES032683,GT000411,calibration
STG065986,ONLINE,SES032684,GT002653,calibration
STG065987,ONLINE,SES032685,GT008242,calibration
STG065988,ONLINE,SES032686,GT003850,calibration
STG065989,ONLINE,SES032687,GT006248,calibration
STG065990,ONLINE,SES032688,GT002057,evaluation
STG065991,ONLINE,SES032689,GT009920,calibration
STG065992,ONLINE,SES032690,GT000212,calibration
STG065993,ONLINE,SES032691,GT009037,calibration
STG065994,ONLINE,SES032692,GT005888,calibration
STG065995,ONLINE,SES032693,GT006254,evaluation
STG065996,ONLINE,SES032694,GT006819,calibration
STG065997,ONLINE,SES032695,GT003287,calibration
STG065998,ONLINE,SES032696,GT006686,evaluation
STG065999,ONLINE,SES032697,GT008822,calibration
STG066000,ONLINE,SES032698,GT009671,calibration
STG066001,ONLINE,SES032699,GT004323,calibration
STG066002,ONLINE,SES032700,GT005856,calibration
STG066003,ONLINE,SES032701,GT007831,calibration
STG066004,ONLINE,SES032702,GT002963,calibration
STG066005,ONLINE,SES032703,GT001126,evaluation
STG066006,ONLINE,SES032704,GT003722,calibration
STG066007,ONLINE,SES032705,GT002489,calibration
STG066008,ONLINE,SES032706,GT006532,calibration
STG066009,ONLINE,SES032707,GT002727,evaluation
STG066010,ONLINE,SES032708,GT005557,evaluation
STG066011,ONLINE,SES032709,GT008090,evaluation
STG066012,ONLINE,SES032710,GT005648,calibration
STG066013,ONLINE,SES032711,GT001882,calibration
STG066014,ONLINE,SES032712,GT003786,evaluation
STG066015,ONLINE,SES032713,GT006261,evaluation
STG066016,ONLINE,SES032714,GT005801,evaluation
STG066017,ONLINE,SES032715,GT000934,calibration
STG066018,ONLINE,SES032716,GT007237,calibration
STG066019,ONLINE,SES032717,GT004414,calibration
STG066020,ONLINE,SES032718,GT006250,calibration
STG066021,ONLINE,SES032719,GT000317,evaluation
STG066022,ONLINE,SES032720,GT003975,evaluation
STG066023,ONLINE,SES032721,GT007931,evaluation
STG066024,ONLINE,SES032722,GT002594,calibration
STG066025,ONLINE,SES032723,GT005452,calibration
STG066026,ONLINE,SES032724,GT008942,calibration
STG066027,ONLINE,SES032725,GT007480,calibration
STG066028,ONLINE,SES032726,GT001501,calibration
STG066029,ONLINE,SES032727,GT005370,calibration
STG066030,ONLINE,SES032728,GT008221,calibration
STG066031,ONLINE,SES032729,GT005527,evaluation
STG066032,ONLINE,SES032730,GT005856,calibration
STG066033,ONLINE,SES032731,GT005208,calibration
STG066034,ONLINE,SES032732,GT005665,evaluation
STG066035,ONLINE,SES032733,GT000545,evaluation
STG066036,ONLINE,SES032734,GT002891,calibration
STG066037,ONLINE,SES032735,GT002370,calibration
STG066038,ONLINE,SES032736,GT005429,calibration
STG066039,ONLINE,SES032737,GT002025,calibration
STG066040,ONLINE,SES032738,GT008339,calibration
STG066041,ONLINE,SES032739,GT004097,calibration
STG066042,ONLINE,SES032740,GT001785,calibration
STG066043,ONLINE,SES032741,GT007292,evaluation
STG066044,ONLINE,SES032742,GT005218,evaluation
STG066045,ONLINE,SES032743,GT004221,calibration
STG066046,ONLINE,SES032744,GT008536,calibration
STG066047,ONLINE,SES032745,GT000943,calibration
STG066048,ONLINE,SES032746,GT009748,calibration
STG066049,ONLINE,SES032747,GT002881,calibration
STG066050,ONLINE,SES032748,GT001715,evaluation
STG066051,ONLINE,SES032749,GT008395,evaluation
STG066052,ONLINE,SES032750,GT007228,evaluation
STG066053,ONLINE,SES032751,GT009795,evaluation
STG066054,ONLINE,SES032752,GT002012,evaluation
STG066055,ONLINE,SES032753,GT003503,calibration
STG066056,ONLINE,SES032754,GT006901,calibration
STG066057,ONLINE,SES032755,GT009395,calibration
STG066058,ONLINE,SES032756,GT004316,calibration
STG066059,ONLINE,SES032757,GT001745,calibration
STG066060,ONLINE,SES032758,GT003568,calibration
STG066061,ONLINE,SES032759,GT006686,evaluation
STG066062,ONLINE,SES032760,GT005163,calibration
STG066063,ONLINE,SES032761,GT003857,evaluation
STG066064,ONLINE,SES032762,GT009918,calibration
STG066065,ONLINE,SES032763,GT000685,calibration
STG066066,ONLINE,SES032764,GT007987,calibration
STG066067,ONLINE,SES032765,GT007577,calibration
STG066068,ONLINE,SES032766,GT000078,calibration
STG066069,ONLINE,SES032767,GT006292,calibration
STG066070,ONLINE,SES032768,GT003899,evaluation
STG066071,ONLINE,SES032769,GT007394,calibration
STG066072,ONLINE,SES032770,GT009776,calibration
STG066073,ONLINE,SES032771,GT006715,calibration
STG066074,ONLINE,SES032772,GT005192,evaluation
STG066075,ONLINE,SES032773,GT007154,evaluation
STG066076,ONLINE,SES032774,GT003591,calibration
STG066077,ONLINE,SES032775,GT006068,calibration
STG066078,ONLINE,SES032776,GT009409,calibration
STG066079,ONLINE,SES032777,GT001313,calibration
STG066080,ONLINE,SES032778,GT002049,evaluation
STG066081,ONLINE,SES032779,GT004021,evaluation
STG066082,ONLINE,SES032780,GT008379,calibration
STG066083,ONLINE,SES032781,GT007079,calibration
STG066084,ONLINE,SES032782,GT000775,calibration
STG066085,ONLINE,SES032783,GT008616,calibration
STG066086,ONLINE,SES032784,GT006647,evaluation
STG066087,ONLINE,SES032785,GT001368,calibration
STG066088,ONLINE,SES032786,GT007627,calibration
STG066089,ONLINE,SES032787,GT009176,calibration
STG066090,ONLINE,SES032788,GT004905,calibration
STG066091,ONLINE,SES032789,GT006049,calibration
STG066092,ONLINE,SES032790,GT001302,calibration
STG066093,ONLINE,SES032791,GT008300,calibration
STG066094,ONLINE,SES032792,GT003670,calibration
STG066095,ONLINE,SES032793,GT000067,calibration
STG066096,ONLINE,SES032794,GT004217,calibration
STG066097,ONLINE,SES032795,GT001408,evaluation
STG066098,ONLINE,SES032796,GT003310,calibration
STG066099,ONLINE,SES032797,GT004672,calibration
STG066100,ONLINE,SES032798,GT009632,calibration
STG066101,ONLINE,SES032799,GT003874,evaluation
STG066102,ONLINE,SES032800,GT000831,calibration
STG066103,ONLINE,SES032801,GT008383,calibration
STG066104,ONLINE,SES032802,GT004858,evaluation
STG066105,ONLINE,SES032803,GT008985,calibration
STG066106,ONLINE,SES032804,GT006179,calibration
STG066107,ONLINE,SES032805,GT001995,evaluation
STG066108,ONLINE,SES032806,GT000686,calibration
STG066109,ONLINE,SES032807,GT007699,calibration
STG066110,ONLINE,SES032808,GT004170,calibration
STG066111,ONLINE,SES032809,GT004170,calibration
STG066112,ONLINE,SES032810,GT001916,evaluation
STG066113,ONLINE,SES032811,GT003591,calibration
STG066114,ONLINE,SES032812,GT001319,calibration
STG066115,ONLINE,SES032813,GT004206,calibration
STG066116,ONLINE,SES032814,GT004041,evaluation
STG066117,ONLINE,SES032815,GT002974,calibration
STG066118,ONLINE,SES032816,GT005969,calibration
STG066119,ONLINE,SES032817,GT006367,calibration
STG066120,ONLINE,SES032818,GT005210,calibration
STG066121,ONLINE,SES032819,GT007187,calibration
STG066122,ONLINE,SES032820,GT000708,calibration
STG066123,ONLINE,SES032821,GT001314,calibration
STG066124,ONLINE,SES032822,GT002701,calibration
STG066125,ONLINE,SES032823,GT008207,calibration
STG066126,ONLINE,SES032824,GT001468,calibration
STG066127,ONLINE,SES032825,GT004931,evaluation
STG066128,ONLINE,SES032826,GT007834,calibration
STG066129,ONLINE,SES032827,GT002367,calibration
STG066130,ONLINE,SES032828,GT002448,calibration
STG066131,ONLINE,SES032829,GT005092,calibration
STG066132,ONLINE,SES032830,GT005418,evaluation
STG066133,ONLINE,SES032831,GT009428,calibration
STG066134,ONLINE,SES032832,GT000460,evaluation
STG066135,ONLINE,SES032833,GT003175,calibration
STG066136,ONLINE,SES032834,GT002543,calibration
STG066137,ONLINE,SES032835,GT007687,evaluation
STG066138,ONLINE,SES032836,GT000942,calibration
STG066139,ONLINE,SES032837,GT006571,evaluation
STG066140,ONLINE,SES032838,GT003801,calibration
STG066141,ONLINE,SES032839,GT009916,calibration
STG066142,ONLINE,SES032840,GT007621,evaluation
STG066143,ONLINE,SES032841,GT002318,evaluation
STG066144,ONLINE,SES032842,GT009787,evaluation
STG066145,ONLINE,SES032843,GT002638,calibration
STG066146,ONLINE,SES032844,GT001561,calibration
STG066147,ONLINE,SES032845,GT006858,calibration
STG066148,ONLINE,SES032846,GT008614,calibration
STG066149,ONLINE,SES032847,GT003574,calibration
STG066150,ONLINE,SES032848,GT004225,evaluation
STG066151,ONLINE,SES032849,GT008000,evaluation
STG066152,ONLINE,SES032850,GT007117,calibration
STG066153,ONLINE,SES032851,GT007617,calibration
STG066154,ONLINE,SES032852,GT000684,calibration
STG066155,ONLINE,SES032853,GT003600,calibration
STG066156,ONLINE,SES032854,GT004812,calibration
STG066157,ONLINE,SES032855,GT008821,calibration
STG066158,ONLINE,SES032856,GT008784,calibration
STG066159,ONLINE,SES032857,GT008442,calibration
STG066160,ONLINE,SES032858,GT003703,calibration
STG066161,ONLINE,SES032859,GT004762,calibration
STG066162,ONLINE,SES032860,GT003892,calibration
STG066163,ONLINE,SES032861,GT000797,calibration
STG066164,ONLINE,SES032862,GT007684,calibration
STG066165,ONLINE,SES032863,GT009558,evaluation
STG066166,ONLINE,SES032864,GT006510,calibration
STG066167,ONLINE,SES032865,GT008948,evaluation
STG066168,ONLINE,SES032866,GT005876,calibration
STG066169,ONLINE,SES032867,GT005400,calibration
STG066170,ONLINE,SES032868,GT006889,calibration
STG066171,ONLINE,SES032869,GT005999,calibration
STG066172,ONLINE,SES032870,GT000025,calibration
