ucr_id,total_linked_records,total_source_systems,source_systems,crm_record_count,ecommerce_record_count,marketing_record_count,online_record_count,support_record_count,ecommerce_transaction_count,ecommerce_total_revenue,ecommerce_total_tickets,ecommerce_average_transaction_value,ecommerce_distinct_events,first_transaction_date_time,last_transaction_date_time,first_attended_event_date,last_attended_event_date,online_session_count,online_total_duration_seconds,online_average_duration_seconds,online_baskets_created,online_baskets_converted,online_linked_transaction_count,first_online_session,last_online_session,online_basket_conversion_rate,marketing_contact_count,marketing_emails_opened,marketing_links_clicked,first_marketing_contact_date,last_marketing_contact_date,latest_marketing_consent_status,support_ticket_count,support_open_ticket_count,support_resolved_ticket_count,support_average_resolution_hours,first_support_ticket,last_support_ticket,first_recorded_interaction,last_recorded_interaction
UCR000065,4,3,CRM | ECOMMERCE | ONLINE,1,1,0,2,0,1,59.64,2,59.64,1.0,2025-07-14 02:15:55,2025-07-14 02:15:55,2025-10-04,2025-10-04,2,343.0,171.5,0,0,0,2025-07-10 07:18:10,2025-10-15 14:12:20,0.0,0,0,0,,,,0,0,0,,,,2025-07-10 07:18:10,2025-10-15 14:12:20
UCR000066,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,2,1,0,3,128.54,3,42.85,3.0,2025-04-06 16:56:01,2025-05-31 12:57:12,2025-05-31,2025-11-01,1,200.0,200.0,1,1,1,2025-04-25 05:52:16,2025-04-25 05:52:16,1.0,2,16,2,2025-06-23,2025-08-10,False,0,0,0,,,,2025-04-06 16:56:01,2025-08-10
UCR000067,6,3,CRM | ECOMMERCE | ONLINE,1,3,0,2,0,3,176.04,4,58.68,3.0,2025-01-03 16:58:09,2025-08-01 09:45:14,2025-01-04,2025-10-04,2,632.0,316.0,2,2,2,2025-01-03 16:55:39,2025-01-17 23:13:00,1.0,0,0,0,,,,0,0,0,,,,2025-01-03 16:55:39,2025-08-01 09:45:14
UCR000068,5,3,CRM | ECOMMERCE | MARKETING,1,1,3,0,0,1,25.9,1,25.9,1.0,2025-01-16 19:31:45,2025-01-16 19:31:45,2025-05-17,2025-05-17,0,0.0,,0,0,0,,,0.0,3,28,9,2025-01-04,2025-11-05,False,0,0,0,,,,2025-01-04,2025-11-05
UCR000069,6,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,3,1,0,1,3,218.21,4,72.74,3.0,2025-01-14 00:27:58,2025-04-15 11:21:51,2025-01-18,2025-09-06,0,0.0,,0,0,0,,,0.0,1,2,0,2025-11-29,2025-11-29,False,1,0,1,32.22,2025-01-29 17:49:06,2025-01-29 17:49:06,2025-01-14 00:27:58,2025-11-29
UCR000070,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,2,0,2,135.51,2,67.76,2.0,2025-03-28 00:45:51,2025-06-25 01:31:14,2025-05-24,2025-10-04,2,2724.0,1362.0,2,2,2,2025-03-28 00:30:31,2025-06-25 01:21:43,1.0,1,5,2,2025-02-08,2025-02-08,True,0,0,0,,,,2025-02-08,2025-06-25 01:31:14
UCR000071,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,1,0,1,31.7,1,31.7,1.0,2025-02-22 02:51:25,2025-02-22 02:51:25,2025-04-12,2025-04-12,1,252.0,252.0,1,0,0,2025-01-05 03:37:43,2025-01-05 03:37:43,0.0,2,24,7,2025-02-07,2025-07-05,True,0,0,0,,,,2025-01-05 03:37:43,2025-07-05
UCR000072,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,25.9,1,25.9,1.0,2025-05-14 00:15:42,2025-05-14 00:15:42,2025-05-17,2025-05-17,0,0.0,,0,0,0,,,0.0,1,10,3,2025-11-24,2025-11-24,True,0,0,0,,,,2025-05-14 00:15:42,2025-11-24
UCR000073,5,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,1,1,68.46,1,68.46,1.0,2025-03-29 00:49:02,2025-03-29 00:49:02,2025-05-24,2025-05-24,1,440.0,440.0,1,1,1,2025-03-29 00:44:47,2025-03-29 00:44:47,1.0,1,6,1,2025-12-29,2025-12-29,False,1,0,1,12.8,2025-01-05 11:39:30,2025-01-05 11:39:30,2025-01-05 11:39:30,2025-12-29
UCR000074,6,3,CRM | ECOMMERCE | MARKETING,1,2,3,0,0,2,399.42,6,199.71,2.0,2025-02-01 21:42:20,2025-06-07 18:35:01,2025-05-24,2025-08-23,0,0.0,,0,0,0,,,0.0,3,16,2,2025-05-31,2025-10-01,True,0,0,0,,,,2025-02-01 21:42:20,2025-10-01
UCR000075,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,5,1,1,81.58,2,81.58,1.0,2025-05-23 10:33:59,2025-05-23 10:33:59,2025-06-21,2025-06-21,5,2821.0,564.2,2,0,0,2025-03-24 00:56:21,2025-11-18 10:23:44,0.0,1,1,1,2025-03-11,2025-03-11,True,1,0,1,15.83,2025-05-18 15:38:48,2025-05-18 15:38:48,2025-03-11,2025-11-18 10:23:44
UCR000076,6,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,2,1,2,231.53,5,115.77,2.0,2025-01-07 05:18:40,2025-03-13 15:30:08,2025-05-10,2025-06-28,2,2979.0,1489.5,2,2,2,2025-01-07 05:10:46,2025-03-13 15:07:02,1.0,0,0,0,,,,1,0,1,34.72,2025-11-01 16:20:46,2025-11-01 16:20:46,2025-01-07 05:10:46,2025-11-01 16:20:46
UCR000077,6,3,CRM | ECOMMERCE | ONLINE,1,1,0,4,0,1,47.49,1,47.49,1.0,2025-07-07 08:40:16,2025-07-07 08:40:16,2025-07-26,2025-07-26,4,1627.0,406.75,1,1,1,2025-07-07 08:36:12,2025-12-07 18:49:56,1.0,0,0,0,,,,0,0,0,,,,2025-07-07 08:36:12,2025-12-07 18:49:56
UCR000078,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,4,0,1,58.25,1,58.25,1.0,2025-03-02 21:20:43,2025-03-02 21:20:43,2025-03-29,2025-03-29,4,2897.0,724.25,0,0,0,2025-04-19 04:52:44,2025-11-12 13:54:06,0.0,1,11,4,2025-05-13,2025-05-13,True,0,0,0,,,,2025-03-02 21:20:43,2025-11-12 13:54:06
UCR000079,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,4,1,2,0,4,247.12,4,61.78,4.0,2025-01-14 03:39:05,2025-09-16 10:27:03,2025-02-15,2025-11-08,2,1658.0,829.0,2,2,2,2025-01-14 03:32:01,2025-02-12 22:52:32,1.0,1,8,4,2025-01-10,2025-01-10,False,0,0,0,,,,2025-01-10,2025-09-16 10:27:03
UCR000080,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,1,1,0,3,182.58,4,60.86,3.0,2025-01-15 21:20:23,2025-07-10 12:25:50,2025-02-22,2025-08-23,1,666.0,666.0,1,1,1,2025-05-26 09:17:47,2025-05-26 09:17:47,1.0,1,1,1,2025-01-13,2025-01-13,False,0,0,0,,,,2025-01-13,2025-07-10 12:25:50
UCR000081,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,2,1,0,2,172.63,3,86.32,2.0,2025-01-05 17:16:57,2025-01-17 06:58:22,2025-01-18,2025-08-02,1,1075.0,1075.0,1,1,1,2025-01-05 17:06:22,2025-01-05 17:06:22,1.0,2,18,3,2025-04-02,2025-12-04,False,0,0,0,,,,2025-01-05 17:06:22,2025-12-04
UCR000082,3,2,CRM | ONLINE,1,0,0,2,0,0,0.0,0,,,,,,,2,247.0,123.5,0,0,0,2025-08-24 15:38:03,2025-12-20 10:17:07,0.0,0,0,0,,,,0,0,0,,,,2025-08-24 15:38:03,2025-12-20 10:17:07
UCR000083,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,3,3,1,51.8,2,51.8,1.0,2025-03-21 20:46:43,2025-03-21 20:46:43,2025-05-17,2025-05-17,3,1584.0,528.0,1,0,0,2025-01-16 08:38:09,2025-07-27 23:25:09,0.0,1,4,0,2025-10-22,2025-10-22,True,3,0,3,19.26,2025-04-27 05:22:16,2025-10-22 02:17:55,2025-01-16 08:38:09,2025-10-22 02:17:55
UCR000084,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,25.17,1,25.17,1.0,2025-06-07 04:50:10,2025-06-07 04:50:10,2025-06-28,2025-06-28,0,0.0,,0,0,0,,,0.0,1,5,0,2025-08-30,2025-08-30,False,0,0,0,,,,2025-06-07 04:50:10,2025-08-30
UCR000085,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,2,0,1,116.5,2,116.5,1.0,2025-01-22 02:10:18,2025-01-22 02:10:18,2025-03-29,2025-03-29,2,684.0,342.0,1,1,1,2025-01-22 02:07:57,2025-01-24 00:50:05,1.0,1,1,0,2025-08-06,2025-08-06,True,0,0,0,,,,2025-01-22 02:07:57,2025-08-06
UCR000086,4,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,1,0,1,1,176.6,2,176.6,1.0,2025-04-26 22:30:47,2025-04-26 22:30:47,2025-09-06,2025-09-06,0,0.0,,0,0,0,,,0.0,1,4,3,2025-07-31,2025-07-31,True,1,0,1,6.3,2025-09-22 09:06:47,2025-09-22 09:06:47,2025-04-26 22:30:47,2025-09-22 09:06:47
UCR000087,1,1,CRM,1,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR000088,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,41.6,1,41.6,1.0,2025-03-25 06:58:33,2025-03-25 06:58:33,2025-06-14,2025-06-14,0,0.0,,0,0,0,,,0.0,1,3,0,2025-06-21,2025-06-21,True,0,0,0,,,,2025-03-25 06:58:33,2025-06-21
UCR000089,7,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,3,1,154.08,4,154.08,1.0,2025-01-09 07:34:02,2025-01-09 07:34:02,2025-02-15,2025-02-15,1,1410.0,1410.0,1,1,1,2025-01-09 07:20:04,2025-01-09 07:20:04,1.0,1,9,3,2025-10-01,2025-10-01,True,3,0,3,19.41,2025-02-28 22:31:20,2025-12-20 13:25:37,2025-01-09 07:20:04,2025-12-20 13:25:37
UCR000090,10,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,5,2,0,2,5,423.97,9,84.79,5.0,2025-01-13 11:31:54,2025-05-10 12:27:55,2025-01-18,2025-08-23,0,0.0,,0,0,0,,,0.0,2,18,4,2025-03-07,2025-09-12,True,2,1,1,7.73,2025-01-30 18:29:42,2025-08-14 08:31:40,2025-01-13 11:31:54,2025-09-12
UCR000091,6,3,CRM | ECOMMERCE | ONLINE,1,3,0,2,0,3,284.63,5,94.88,3.0,2025-02-12 12:57:46,2025-09-21 04:32:28,2025-05-24,2025-10-25,2,669.0,334.5,2,2,2,2025-02-12 12:53:58,2025-05-13 23:27:48,1.0,0,0,0,,,,0,0,0,,,,2025-02-12 12:53:58,2025-09-21 04:32:28
UCR000092,8,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,2,2,1,2,98.04,3,49.02,2.0,2025-01-28 23:00:25,2025-04-01 13:54:59,2025-06-28,2025-08-02,2,2044.0,1022.0,2,2,2,2025-01-28 22:42:53,2025-04-01 13:53:36,1.0,2,8,3,2025-04-11,2025-11-25,False,1,0,1,9.87,2025-05-03 18:22:22,2025-05-03 18:22:22,2025-01-28 22:42:53,2025-11-25
UCR000093,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,47.85,1,47.85,1.0,2025-02-04 06:17:06,2025-02-04 06:17:06,2025-04-19,2025-04-19,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-02-04 06:17:06,2025-02-04 06:17:06
UCR000094,6,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,2,1,2,112.24,4,56.12,1.0,2025-02-13 18:30:35,2025-04-12 23:23:32,2025-05-03,2025-05-03,2,1772.0,886.0,2,2,2,2025-02-13 18:12:08,2025-04-12 23:19:34,1.0,0,0,0,,,,1,1,0,,2025-06-27 02:00:24,2025-06-27 02:00:24,2025-02-13 18:12:08,2025-06-27 02:00:24
UCR000095,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,8,1,2025-06-25,2025-06-25,True,0,0,0,,,,2025-06-25,2025-06-25
UCR000096,12,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,9,0,1,40.79,1,40.79,1.0,2025-06-15 23:57:41,2025-06-15 23:57:41,2025-06-21,2025-06-21,9,5090.0,565.56,3,0,0,2025-06-17 15:04:03,2025-12-25 13:37:38,0.0,1,9,1,2025-12-29,2025-12-29,False,0,0,0,,,,2025-06-15 23:57:41,2025-12-29
UCR000097,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,5,0,2,74.6,2,37.3,2.0,2025-02-24 15:29:15,2025-06-30 23:56:53,2025-05-03,2025-12-06,5,6246.0,1249.2,3,2,2,2025-02-24 15:11:51,2025-11-17 01:02:33,0.6667,1,9,2,2025-12-12,2025-12-12,True,0,0,0,,,,2025-02-24 15:11:51,2025-12-12
UCR000098,6,3,CRM | ECOMMERCE | ONLINE,1,1,0,4,0,1,25.9,1,25.9,1.0,2025-04-12 10:38:13,2025-04-12 10:38:13,2025-05-17,2025-05-17,4,1112.0,278.0,1,1,1,2025-04-12 10:37:17,2025-11-14 12:22:38,1.0,0,0,0,,,,0,0,0,,,,2025-04-12 10:37:17,2025-11-14 12:22:38
UCR000099,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,4,1,2025-09-30,2025-09-30,True,0,0,0,,,,2025-09-30,2025-09-30
UCR000100,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,67.78,1,67.78,1.0,2025-10-09 16:10:16,2025-10-09 16:10:16,2025-11-08,2025-11-08,0,0.0,,0,0,0,,,0.0,1,6,1,2025-10-17,2025-10-17,True,0,0,0,,,,2025-10-09 16:10:16,2025-10-17
UCR000101,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,3,0,2,87.91,2,43.96,2.0,2025-04-10 02:33:45,2025-08-31 03:52:15,2025-09-06,2025-12-27,3,1958.0,652.67,2,1,1,2025-02-22 08:58:19,2025-10-24 17:10:22,0.5,1,6,2,2025-02-21,2025-02-21,True,0,0,0,,,,2025-02-21,2025-10-24 17:10:22
UCR000102,12,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,4,2,5,0,4,172.32,4,43.08,3.0,2025-01-08 06:11:16,2025-05-30 15:28:50,2025-03-01,2025-07-26,5,5010.0,1002.0,2,2,2,2025-01-08 05:50:13,2025-08-30 18:03:27,1.0,2,12,6,2025-03-24,2025-07-05,True,0,0,0,,,,2025-01-08 05:50:13,2025-08-30 18:03:27
UCR000103,6,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,2,1,184.14,3,184.14,1.0,2025-01-04 21:19:45,2025-01-04 21:19:45,2025-01-25,2025-01-25,1,880.0,880.0,1,1,1,2025-01-04 21:14:12,2025-01-04 21:14:12,1.0,1,3,1,2025-09-24,2025-09-24,True,2,0,2,21.91,2025-01-20 19:00:17,2025-07-15 16:51:43,2025-01-04 21:14:12,2025-09-24
UCR000104,5,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,1,1,109.74,2,109.74,1.0,2025-01-01 23:42:39,2025-01-01 23:42:39,2025-01-04,2025-01-04,1,444.0,444.0,1,1,1,2025-01-01 23:39:42,2025-01-01 23:39:42,1.0,1,7,4,2025-07-22,2025-07-22,False,1,0,1,7.67,2025-04-18 12:15:20,2025-04-18 12:15:20,2025-01-01 23:39:42,2025-07-22
UCR000105,3,3,CRM | ECOMMERCE | ONLINE,1,1,0,1,0,1,66.8,1,66.8,1.0,2025-08-23 01:19:07,2025-08-23 01:19:07,2025-08-30,2025-08-30,1,719.0,719.0,1,1,1,2025-08-23 01:08:57,2025-08-23 01:08:57,1.0,0,0,0,,,,0,0,0,,,,2025-08-23 01:08:57,2025-08-23 01:19:07
UCR000106,5,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,1,1,31.7,1,31.7,1.0,2025-02-12 19:52:09,2025-02-12 19:52:09,2025-04-12,2025-04-12,1,398.0,398.0,1,1,1,2025-02-12 19:46:52,2025-02-12 19:46:52,1.0,1,6,0,2025-07-30,2025-07-30,False,1,1,0,,2025-07-06 04:39:05,2025-07-06 04:39:05,2025-02-12 19:46:52,2025-07-30
UCR000107,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,3,2,0,2,86.73,3,43.36,2.0,2025-02-15 14:17:02,2025-02-25 13:54:54,2025-04-12,2025-12-27,2,2094.0,1047.0,2,2,2,2025-02-15 14:05:10,2025-02-25 13:41:02,1.0,3,20,3,2025-01-10,2025-06-20,True,0,0,0,,,,2025-01-10,2025-06-20
UCR000108,12,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,8,1,2,107.22,2,53.61,2.0,2025-02-07 06:51:37,2025-02-08 05:05:41,2025-02-22,2025-03-08,8,7716.0,964.5,3,2,2,2025-02-07 06:48:31,2025-11-06 09:04:26,0.6667,0,0,0,,,,1,0,1,9.63,2025-05-05 09:20:45,2025-05-05 09:20:45,2025-02-07 06:48:31,2025-11-06 09:04:26
UCR000109,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,9,0,2025-01-31,2025-01-31,True,0,0,0,,,,2025-01-31,2025-01-31
UCR000110,4,3,CRM | ECOMMERCE | MARKETING,1,2,1,0,0,2,191.14,4,95.57,2.0,2025-02-27 17:38:50,2025-03-01 19:39:39,2025-03-29,2025-07-05,0,0.0,,0,0,0,,,0.0,1,8,2,2025-12-12,2025-12-12,True,0,0,0,,,,2025-02-27 17:38:50,2025-12-12
UCR000111,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,1,0,2,192.14,4,96.07,2.0,2025-02-11 16:30:27,2025-05-31 04:51:53,2025-03-08,2025-07-26,1,923.0,923.0,1,1,1,2025-02-11 16:20:02,2025-02-11 16:20:02,1.0,1,8,3,2025-10-19,2025-10-19,False,0,0,0,,,,2025-02-11 16:20:02,2025-10-19
UCR000112,5,3,CRM | ECOMMERCE | MARKETING,1,1,3,0,0,1,129.16,2,129.16,1.0,2025-01-07 00:26:58,2025-01-07 00:26:58,2025-09-06,2025-09-06,0,0.0,,0,0,0,,,0.0,3,12,0,2025-02-14,2025-10-24,True,0,0,0,,,,2025-01-07 00:26:58,2025-10-24
UCR000113,7,3,CRM | MARKETING | ONLINE,1,0,2,4,0,0,0.0,0,,,,,,,4,2648.0,662.0,1,0,0,2025-04-02 13:05:07,2025-11-24 20:55:42,0.0,2,21,4,2025-03-16,2025-10-19,True,0,0,0,,,,2025-03-16,2025-11-24 20:55:42
UCR000114,8,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,4,1,1,66.8,1,66.8,1.0,2025-05-28 14:31:02,2025-05-28 14:31:02,2025-08-30,2025-08-30,4,1730.0,432.5,0,0,0,2025-07-13 22:37:42,2025-09-04 20:51:12,0.0,1,8,0,2025-12-23,2025-12-23,False,1,0,1,57.5,2025-10-01 00:11:36,2025-10-01 00:11:36,2025-05-28 14:31:02,2025-12-23
UCR000115,6,3,CRM | ECOMMERCE | ONLINE,1,1,0,4,0,1,112.7,2,112.7,1.0,2025-08-07 21:36:31,2025-08-07 21:36:31,2025-08-09,2025-08-09,4,649.0,162.25,1,1,1,2025-01-08 06:53:10,2025-08-07 21:35:49,1.0,0,0,0,,,,0,0,0,,,,2025-01-08 06:53:10,2025-08-07 21:36:31
UCR000116,11,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,4,4,0,2,136.61,2,68.31,2.0,2025-01-18 15:55:19,2025-05-22 08:17:00,2025-02-01,2025-07-26,4,3422.0,855.5,3,2,2,2025-01-18 15:50:06,2025-12-01 07:18:08,0.6667,4,28,6,2025-04-26,2025-12-01,False,0,0,0,,,,2025-01-18 15:50:06,2025-12-01 07:18:08
UCR000117,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,3,1,2025-08-05,2025-08-05,False,0,0,0,,,,2025-08-05,2025-08-05
UCR000118,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,3,0,1,53.24,1,53.24,1.0,2025-01-19 21:44:28,2025-01-19 21:44:28,2025-03-15,2025-03-15,3,3475.0,1158.33,0,0,0,2025-01-11 16:34:15,2025-09-25 15:02:24,0.0,2,18,7,2025-09-29,2025-11-04,True,0,0,0,,,,2025-01-11 16:34:15,2025-11-04
UCR000119,10,3,CRM | ECOMMERCE | ONLINE,1,3,0,6,0,3,135.91,5,45.3,3.0,2025-01-10 12:08:55,2025-04-18 13:17:50,2025-04-05,2025-12-27,6,4007.0,667.83,3,3,3,2025-01-10 12:08:17,2025-06-21 02:13:57,1.0,0,0,0,,,,0,0,0,,,,2025-01-10 12:08:17,2025-06-21 02:13:57
UCR000120,13,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,3,4,3,2,102.91,2,51.46,2.0,2025-02-24 15:32:38,2025-08-25 03:55:45,2025-03-22,2025-08-30,4,2324.0,581.0,1,1,1,2025-02-24 15:31:10,2025-07-28 12:17:20,1.0,3,27,8,2025-04-27,2025-11-28,True,3,0,3,13.89,2025-01-22 16:18:34,2025-08-31 08:31:50,2025-01-22 16:18:34,2025-11-28
UCR000121,9,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,4,2,2,377.88,6,188.94,2.0,2025-01-14 18:39:41,2025-05-04 05:36:15,2025-01-25,2025-09-06,4,4409.0,1102.25,2,1,1,2025-05-04 05:22:41,2025-09-24 13:49:19,0.5,0,0,0,,,,2,1,1,5.97,2025-01-12 15:44:42,2025-10-18 15:55:41,2025-01-12 15:44:42,2025-10-18 15:55:41
UCR000122,5,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,1,1,2,81.52,2,40.76,2.0,2025-09-23 06:35:13,2025-09-28 12:24:21,2025-10-04,2025-11-15,1,1049.0,1049.0,1,1,1,2025-09-23 06:23:19,2025-09-23 06:23:19,1.0,0,0,0,,,,1,0,1,1.5,2025-12-10 11:00:39,2025-12-10 11:00:39,2025-09-23 06:23:19,2025-12-10 11:00:39
UCR000123,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,5,0,1,203.34,3,203.34,1.0,2025-07-26 19:33:52,2025-07-26 19:33:52,2025-11-08,2025-11-08,5,2726.0,545.2,1,1,1,2025-01-16 23:07:07,2025-08-15 21:22:25,1.0,2,5,2,2025-07-24,2025-11-02,False,0,0,0,,,,2025-01-16 23:07:07,2025-11-02
UCR000124,5,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,2,1,0,1,2,101.0,2,50.5,2.0,2025-01-24 01:38:49,2025-06-08 05:59:48,2025-06-21,2025-10-25,0,0.0,,0,0,0,,,0.0,1,4,0,2025-07-01,2025-07-01,True,1,0,1,9.3,2025-09-27 09:05:22,2025-09-27 09:05:22,2025-01-24 01:38:49,2025-09-27 09:05:22
UCR000125,7,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,2,1,2,1,66.8,1,66.8,1.0,2025-03-31 02:12:11,2025-03-31 02:12:11,2025-08-30,2025-08-30,1,398.0,398.0,1,1,1,2025-03-31 02:07:21,2025-03-31 02:07:21,1.0,2,10,1,2025-05-02,2025-10-29,False,2,1,1,12.53,2025-06-23 09:13:16,2025-06-25 21:43:19,2025-03-31 02:07:21,2025-10-29
UCR000126,10,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,3,0,3,3,3,393.79,6,131.26,3.0,2025-01-10 08:57:58,2025-07-31 20:36:01,2025-03-29,2025-10-04,3,1748.0,582.67,2,2,2,2025-01-10 08:45:49,2025-07-31 20:32:38,1.0,0,0,0,,,,3,0,3,18.55,2025-04-25 21:25:28,2025-12-26 22:54:27,2025-01-10 08:45:49,2025-12-26 22:54:27
UCR000127,12,4,CRM | ECOMMERCE | MARKETING | ONLINE,2,4,3,3,0,4,229.14,5,57.28,4.0,2025-01-11 04:38:47,2025-07-18 05:03:23,2025-04-12,2025-09-06,3,6771.0,2257.0,3,3,3,2025-01-11 04:26:26,2025-07-18 04:41:25,1.0,3,23,12,2025-02-09,2025-12-06,True,0,0,0,,,,2025-01-11 04:26:26,2025-12-06
UCR000128,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,100.68,4,100.68,1.0,2025-05-13 11:28:14,2025-05-13 11:28:14,2025-06-28,2025-06-28,1,604.0,604.0,0,0,0,2025-04-21 11:27:06,2025-04-21 11:27:06,0.0,1,5,0,2025-07-08,2025-07-08,True,0,0,0,,,,2025-04-21 11:27:06,2025-07-08
UCR000129,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,3,2,1,2,193.86,3,96.93,2.0,2025-02-05 12:47:27,2025-02-06 22:01:45,2025-04-19,2025-06-07,2,3253.0,1626.5,2,2,2,2025-02-05 12:37:37,2025-02-06 21:33:32,1.0,3,24,10,2025-01-06,2025-11-28,True,1,0,1,64.45,2025-05-07 01:23:37,2025-05-07 01:23:37,2025-01-06,2025-11-28
UCR000130,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,6,4,2025-06-29,2025-06-29,True,0,0,0,,,,2025-06-29,2025-06-29
UCR000131,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,2,0,2,159.58,4,79.79,2.0,2025-02-14 06:51:59,2025-03-21 21:56:12,2025-03-29,2025-04-05,2,562.0,281.0,1,1,1,2025-02-14 06:47:48,2025-11-16 05:42:26,1.0,1,5,1,2025-12-18,2025-12-18,True,0,0,0,,,,2025-02-14 06:47:48,2025-12-18
UCR000132,5,3,CRM | ONLINE | SUPPORT,1,0,0,2,2,0,0.0,0,,,,,,,2,1516.0,758.0,0,0,0,2025-04-26 16:53:34,2025-05-12 14:31:24,0.0,0,0,0,,,,2,0,2,35.91,2025-03-30 18:41:52,2025-06-26 05:42:49,2025-03-30 18:41:52,2025-06-26 05:42:49
UCR000133,8,3,CRM | ECOMMERCE | ONLINE,1,1,0,6,0,1,54.12,1,54.12,1.0,2025-01-01 08:08:53,2025-01-01 08:08:53,2025-03-08,2025-03-08,6,4444.0,740.67,1,1,1,2025-01-01 08:02:39,2025-11-16 03:13:25,1.0,0,0,0,,,,0,0,0,,,,2025-01-01 08:02:39,2025-11-16 03:13:25
UCR000134,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,5,0,1,171.33,3,171.33,1.0,2025-05-23 08:17:40,2025-05-23 08:17:40,2025-07-05,2025-07-05,5,5809.0,1161.8,2,1,1,2025-02-22 20:23:01,2025-11-17 00:56:30,0.5,2,15,5,2025-06-04,2025-09-09,True,0,0,0,,,,2025-02-22 20:23:01,2025-11-17 00:56:30
UCR000135,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,2,0,1,54.12,1,54.12,1.0,2025-03-05 10:52:35,2025-03-05 10:52:35,2025-03-08,2025-03-08,2,799.0,399.5,0,0,0,2025-05-01 00:56:29,2025-09-05 01:49:14,0.0,1,6,1,2025-08-30,2025-08-30,True,0,0,0,,,,2025-03-05 10:52:35,2025-09-05 01:49:14
